RowNumber;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
380;Distefano;687;Spain;Female;39;2;0;3;0;0;188150,6;Yes
381;Farrell;483;France;Female;50;9;0;2;1;1;111020,24;No
382;Milano;690;France;Male;0;7;101583,11;2;1;0;123775,15;No
383;Ting;492;Germany;Female;30;10;77168,87;2;0;1;146700,22;No
384;Boyd;709;Germany;Male;28;8;124695,72;2;1;0;145251,35;No
385;Onyemaechi;705;Germany;Male;44;3;105934,96;1;1;0;82463,69;No
386;Black;560;France;Female;66;9;0;1;1;1;15928,49;No
387;Oliver;611;Spain;Male;46;6;0;2;1;0;45886,33;No
388;Greco;730;Spain;Male;62;2;0;2;1;1;186489,95;No
389;Whitehead;709;Spain;Female;45;2;0;2;0;1;162922,65;No
390;Ikemefuna;544;France;Female;21;10;161525,96;2;1;0;9262,77;No
391;Morrison;712;Germany;Female;29;7;147199,07;1;1;1;84932,4;No
392;Onyeoruru;752;Germany;Male;38;3;183102,29;1;1;1;71557,12;No
393;Cunningham;648;Spain;Male;46;9;127209;2;1;0;77405,95;Yes
394;Demidov;556;Spain;Male;38;8;0;2;0;0;417,41;Yes
395;Celis;594;Spain;Female;24;0;97378,54;1;1;1;71405,17;No
396;Cheng;645;Germany;Female;37;2;136925,09;2;0;1;153400,24;No
397;Knight;557;France;Male;33;3;54503,55;1;1;1;371,05;No
398;Morin;547;Germany;Male;32;8;155726,85;1;1;0;67789,99;No
399;Mills;701;France;Female;39;9;0;2;0;1;145894,9;No
400;Outhwaite;616;France;Female;66;1;135842,41;1;1;0;183840,51;Yes
401;Tung;605;France;Male;52;1;63349,75;1;1;0;108887,44;No
402;Pai;593;Germany;Female;38;4;129499,42;1;1;1;154071,27;No
403;Carpenter;751;Spain;Male;52;8;0;2;0;1;179291,85;No
404;Fennell;443;Spain;Male;36;6;70438,01;2;0;1;56937,43;No
405;Fontaine;685;France;Male;23;8;0;2;1;1;112239,03;No
406;Pratt;718;France;Male;36;9;0;1;1;0;45909,87;No
407;Mitchell;538;Spain;Female;49;9;141434,04;1;0;0;173779,25;Yes
408;Franklin;611;Spain;Female;37;4;0;2;1;0;125696,26;No
409;K'ung;668;Germany;Male;37;10;152958,29;2;1;1;159585,61;No
410;Ko;537;Germany;Female;41;3;138306,34;1;1;0;106761,47;No
411;McKenzie;709;Spain;Male;23;10;0;2;0;0;129590,18;No
412;Pino;850;France;Male;38;1;0;2;1;1;80006,65;No
413;Fisk;745;Spain;Female;31;3;124328,84;1;1;1;140451,52;No
414;Chiang;693;Germany;Female;41;9;181461,48;3;1;1;187929,43;Yes
415;Moseley;795;Spain;Male;35;8;0;2;1;0;167155,36;No
416;Hsiung;626;Spain;Male;26;8;0;2;0;0;191420,71;No
417;Heath;487;Germany;Female;61;5;110368,03;1;0;0;11384,45;Yes
418;Dellucci;556;France;Female;39;9;89588,35;1;1;1;94898,1;No
419;Li;643;France;Female;46;6;0;2;0;0;106781,59;No
420;De Salis;605;France;Female;28;6;0;2;0;0;159508,52;No
421;T'ang;756;Germany;Female;60;3;115924,89;1;1;0;93524,19;Yes
422;Richardson;586;France;Female;38;2;0;2;1;0;87168,46;No
423;Fitch;535;Germany;Male;40;7;111756,5;1;1;0;8128,32;Yes
424;Stevenson;678;France;Female;35;4;0;1;1;0;125518,32;No
425;Estes;596;France;Male;39;9;0;1;1;0;48963,59;No
426;Lattimore;648;France;Male;26;9;162923,85;1;1;0;98368,24;No
427;Chung;492;Germany;Male;39;10;124576,65;2;1;0;148584,61;No
428;Utz;702;France;Male;45;0;80793,58;1;1;1;27474,81;No
429;Wei;486;Germany;Female;40;9;71340,09;1;1;0;76192,21;No
430;Boyle;568;Germany;Male;40;1;99282,63;1;0;0;134600,94;Yes
431;Nwachinemelu;619;Germany;Male;57;3;137946,39;1;1;1;72467,99;Yes
432;Kuznetsova;724;Germany;Male;0;2;127892,57;2;0;1;199645,45;No
433;Pisani;548;Germany;Female;33;0;101084,36;1;1;0;42749,85;No
434;Manna;545;Germany;Female;37;8;114754,08;1;1;0;136050,44;Yes
435;Collier;683;France;Male;33;8;0;1;0;0;73564,44;No
436;Ricci;762;France;Female;51;3;99286,98;1;0;1;85578,63;No
437;Carr;627;Germany;Female;30;4;79871,02;2;1;0;129826,89;No
438;Hs?;516;France;Male;35;10;104088,59;2;0;0;119666;No
439;Findlay;800;France;Female;38;2;168190,33;2;1;0;68052,08;No
440;Hughes;464;Germany;Female;42;3;85679,25;1;1;1;164104,74;No
441;Chukwuemeka;626;France;Female;35;3;0;1;0;0;80190,36;No
442;Genovese;;France;Female;31;9;0;2;1;0;84126,75;No
443;Swift;534;France;Female;34;7;121551,58;2;1;1;70179;No
444;Ugoji;745;France;Male;46;2;122220,19;1;1;1;118024,1;No
445;Parkinson;553;Spain;Male;47;3;116528,15;1;0;0;145704,19;Yes
446;Ross;748;France;Female;26;1;77780,29;1;0;1;183049,41;No
447;Oleary;722;France;Male;37;2;0;1;0;0;120906,83;No
448;Turnbull;501;France;Male;40;4;125832,2;1;1;1;100433,83;No
449;Uspensky;675;France;Female;38;6;68065,8;1;0;0;138777;Yes
450;Cook;778;Spain;Female;47;6;127299,34;2;1;0;124694,99;No
451;Newbold;494;Germany;Female;38;7;174937,64;1;1;0;40084,32;No
452;Uchechukwu;850;France;Male;40;9;0;2;0;1;119232,33;No
453;Ch'en;592;Spain;Male;31;7;110071,1;1;0;0;43921,36;No
454;He;590;Spain;Female;44;3;139432,37;1;1;0;62222,81;No
455;Hilton;758;France;Female;39;6;127357,76;1;0;1;56577;No
456;Sal;506;France;Male;36;5;0;2;1;0;164253,35;No
457;Eluemuno;733;France;Male;33;3;0;1;1;1;7666,73;No
458;Titus;711;France;Male;38;3;0;2;1;0;68487,51;No
459;Yin;514;Germany;Male;43;1;95556,31;1;0;1;199273,98;Yes
460;Lettiere;637;Spain;Male;37;8;0;1;1;1;186062,36;No
461;Templeman;468;Germany;Male;29;1;111681,98;2;1;1;195711,16;No
462;Chibuzo;539;France;Male;39;3;0;2;1;0;36692,17;No
463;Sun;509;Spain;Female;25;3;108738,71;2;1;0;106920,57;No
464;Evans;662;France;Female;32;4;133950,37;1;1;1;48725,68;Yes
465;Ogbonnaya;818;Spain;Male;26;4;0;2;1;1;167036,94;No
466;Enyinnaya;608;France;Male;33;9;89968,69;1;1;0;68777,26;No
467;Olisanugo;850;Spain;Female;32;9;0;2;1;1;18924,92;No
468;Brookes;816;Germany;Female;38;5;130878,75;3;1;0;71905,77;Yes
469;Padovano;536;France;Male;35;8;0;2;1;0;64833,28;No
470;Fisk;753;France;Male;35;3;0;2;1;1;184843,77;No
471;Shih;631;Spain;Male;27;10;134169,62;1;1;1;176730,02;No
472;Hare;703;France;Male;37;1;149762,08;1;1;0;20629,4;Yes
473;Muir;774;France;Male;26;2;93844,69;1;1;0;28415,36;No
474;Fanucci;785;France;Male;28;8;0;2;1;0;77231,27;No
475;Elewechi;571;France;Female;33;1;0;2;1;0;102750,7;No
476;Johnston;621;Germany;Male;46;6;141078,37;1;0;0;34580,8;Yes
477;Pisano;605;Germany;Female;31;1;117992,59;1;1;1;183598,77;No
478;Ankudinov;611;France;Female;0;8;100812,33;2;1;0;147358,27;No
479;Nwokike;569;France;Male;38;7;0;1;1;1;108469,2;No
480;Smith;658;France;Male;29;4;80262,6;1;1;1;20612,82;No
481;Atkins;788;Spain;Male;34;6;156478,62;1;0;1;181196,76;No
482;Burns;525;France;Female;0;5;0;2;1;0;160249,1;No
483;Obiuto;798;France;Male;37;8;0;3;0;0;110783,28;No
484;Pirozzi;486;Germany;Male;37;9;115217,99;2;1;0;144995,33;No
485;George;615;Spain;Male;61;9;0;2;1;0;150227,85;Yes
486;Lewis;730;France;Female;35;0;155470,55;1;1;1;53718,28;No
487;Moran;641;France;Male;37;7;0;2;1;0;75248,3;No
488;Dalrymple;542;France;Male;39;3;135096,77;1;1;1;14353,43;Yes
489;Carslaw;692;France;Male;30;2;0;2;0;1;130486,57;No
490;Kirby;714;Germany;Female;55;9;180075,22;1;1;1;100127,71;No
491;Houghton;591;Spain;Male;29;1;97541,24;1;1;1;196356,17;No
492;Martin;710;France;Female;41;2;156067,05;1;1;1;9983,88;No
493;Tan;639;France;Female;38;4;81550,94;2;0;1;118974,77;No
494;Hsia;531;France;Female;47;6;0;1;0;0;194998,34;Yes
495;Westerberg;673;France;Female;38;2;170061,92;2;0;0;134901,34;Yes
496;Hale;765;Germany;Male;36;8;92310,54;2;1;1;72924,56;No
497;Kryukova;622;France;Female;32;6;169089,38;2;1;0;101057,95;No
498;Sopuluchukwu;806;France;Male;40;5;80613,93;1;1;1;142838,64;No
499;Barry;;Germany;Male;26;8;121581,56;2;1;1;127059,04;No
500;Selezneva;;France;Female;58;8;0;1;0;1;116503,92;Yes
501;Chizuoke;555;Spain;Male;32;4;0;2;1;1;54405,79;No
502;Lueck;692;France;Male;54;5;0;2;1;1;88721,84;No
503;Udinese;774;France;Male;60;5;85891,55;1;1;0;74135,48;Yes
504;Udobata;638;Spain;Male;44;9;77637,35;2;1;1;111346,22;No
505;Freeman;543;Spain;Female;41;4;0;1;0;0;194902,16;No
506;Outlaw;584;France;Male;31;5;0;2;1;0;31474,27;No
507;Obiuto;691;Germany;Male;30;7;116927,89;1;1;0;21198,39;No
508;Lo;684;Germany;Female;40;6;137326,65;1;1;0;186976,6;No
509;Okechukwu;733;France;Male;22;5;0;2;1;1;117202,19;No
510;King;599;Spain;Female;37;2;0;2;1;1;143739,29;No
511;Forbes;524;Germany;Female;31;10;67238,98;2;1;1;161811,23;No
512;Macleod;632;Germany;Female;38;6;86569,76;2;1;0;98090,91;No
513;Gibbs;735;Spain;Male;34;5;0;2;0;0;71095,41;No
514;Isayev;734;France;Male;34;6;133598,4;1;1;1;13107,24;No
515;Pisano;605;France;Female;51;3;136188,78;1;1;1;67110,59;Yes
516;Belstead;793;Spain;Male;38;9;0;2;1;0;88225,02;No
517;Vassiliev;468;France;Female;56;10;0;3;0;1;62256,87;Yes
518;Schneider;779;Germany;Male;37;7;120092,52;2;1;0;135925,72;No
519;Mazzanti;698;France;Male;48;4;101238,24;2;0;1;177815,87;Yes
520;Knipe;707;France;Male;58;6;89685,92;1;0;1;126471,13;No
521;Macartney;850;France;Female;35;1;211774,31;1;1;0;188574,12;Yes
522;Madukwe;850;France;Male;56;7;131317,48;1;1;1;119175,45;No
523;Watts;527;Spain;Male;37;5;93722,73;2;1;1;139093,73;No
524;Humphreys;696;Germany;Male;32;8;101160,99;1;1;1;115916,55;No
525;Wu;661;France;Male;48;3;120320,54;1;0;0;96463,25;No
526;Chin;776;France;Female;31;2;0;2;1;1;112349,51;No
527;Chesnokova;701;France;Male;43;2;0;2;1;1;165303,79;No
528;Kung;610;France;Male;26;8;0;2;1;0;166031,08;No
529;Lu;572;Germany;Female;48;3;152827,99;1;1;0;38411,79;Yes
530;Nkemakolam;673;France;Male;0;1;64097,75;1;1;1;77783,35;No
531;Walton;519;Spain;Female;57;2;119035,35;2;1;1;29871,79;No
532;Brookes;702;Spain;Female;26;4;135219,57;1;0;1;59747,63;No
533;Baldwin;729;France;Male;32;6;93694,42;1;1;1;79919,13;No
534;Mai;543;Spain;Male;35;10;59408,63;1;1;0;76773,53;No
535;Shih;550;France;Female;40;7;114354,95;1;1;0;54018,93;No
536;He;608;France;Male;59;1;0;1;1;0;70649,64;Yes
537;Fiorentini;639;Germany;Male;35;10;128173,9;2;1;0;59093,39;No
538;Lucciano;686;Spain;Male;34;9;0;2;1;0;127569,8;No
539;Ferreira;564;Germany;Female;62;5;114931,35;3;0;1;18260,98;Yes
540;Ukaegbunam;745;Germany;Female;28;1;111071,36;1;1;0;73275,96;Yes
541;De Luca;833;France;Male;37;8;151226,18;2;1;1;136129,49;No
542;Milne;622;France;Male;26;9;0;2;1;1;153237,59;No
543;Davide;597;France;Female;42;4;64740,12;1;1;1;106841,12;No
544;Kodilinyechukwu;721;Spain;Male;51;0;169312,13;1;1;0;109078,35;Yes
545;Little;504;France;Female;49;7;0;3;0;1;87822,14;Yes
546;Burns;842;Spain;Female;44;2;112652,08;2;1;0;126644,98;No
547;Paterson;587;France;Male;38;;0;2;1;0;47414,15;No
548;Han;479;Germany;Female;0;7;143964,36;2;1;0;41879,99;No
549;Kryukova;508;France;Male;49;7;122451,46;2;1;1;75808,1;No
550;Ijendu;749;France;Male;24;1;0;3;1;1;47911,03;No
551;Reichard;721;Germany;Female;36;3;65253,07;2;1;0;28737,78;No
552;Day;674;Germany;Male;47;6;106901,94;1;1;1;2079,2;Yes
553;Price;685;Spain;Female;25;10;128509,63;1;1;0;121562,33;No
554;Bruce;417;France;Male;34;7;0;2;1;0;55003,79;No
555;Sumrall;574;Germany;Male;33;3;129834,67;1;1;0;193131,42;No
556;Lu;590;Spain;Female;5+F5951;3;154962,99;3;0;1;191932,27;Yes
557;Lazarev;587;Germany;Male;40;5;138241,9;2;1;0;159418,1;No
558;Miller;598;Germany;Male;0;3;91536,93;1;1;0;191468,78;Yes
559;Wentworth-Shields;741;Spain;Male;53;3;0;2;1;1;38913,68;No
560;Ritchie;850;Spain;Female;70;5;0;1;1;1;705,18;No
561;Mackenzie;584;Germany;Female;29;7;105204,01;1;0;1;138490,03;No
562;Power;650;Spain;Male;61;1;152968,73;1;0;1;82970,69;No
563;Tan;607;Spain;Male;36;8;158261,68;1;1;1;76744,72;No
564;Pendergrass;509;France;Female;46;1;0;1;1;0;71244,59;Yes
565;Evans;689;Spain;Female;38;6;121021,05;1;1;1;12182,15;No
566;Hsia;543;France;Male;36;4;0;2;1;1;141210,5;No
567;Billson;438;Spain;Female;54;2;0;1;0;0;191763,07;Yes
568;Teng;687;Spain;Female;63;1;137715,66;1;1;1;37938,74;No
569;Moretti;737;Germany;Male;31;5;121192,22;2;1;1;74890,58;No
570;Jordan;761;France;Male;31;7;0;3;1;1;166698,18;No
571;Ts'ao;601;France;Male;44;1;100486,18;2;1;1;62678,53;No
572;Osborne;651;France;Male;45;1;0;1;1;0;67740,08;Yes
573;Carslaw;745;France;Male;35;9;92566,53;2;1;0;161519,77;No
574;Ch'ang;648;Spain;Female;49;10;0;2;1;1;159835,78;Yes
575;Hung;848;Spain;Male;40;3;110929,96;1;1;1;30876,84;No
576;Gordon;546;France;Female;27;8;0;2;1;1;14858,1;No
577;Obialo;439;Spain;Female;32;3;138901,61;1;1;0;75685,97;No
578;Gray;755;France;Male;30;4;123217,66;2;0;1;144183,1;No
579;Lin;593;France;Female;41;6;0;1;1;0;65170,66;No
580;Hopkins;701;France;Male;39;2;0;2;1;1;82526,92;No
581;Dobson;701;Spain;Male;36;8;0;2;1;0;169161,46;No
582;McKay;607;Spain;Female;33;2;108431,87;2;0;1;109291,39;Yes
583;Revell;586;Spain;Female;57;3;0;2;0;1;6057,81;No
584;Rickards;547;Germany;Female;30;9;72392,41;1;1;0;77077,14;No
585;Begum;647;Germany;Female;51;1;119741,77;2;0;0;54954,51;Yes
586;Onyinyechukwuka;760;France;Female;51;2;100946,71;1;0;0;179614,8;Yes
587;Zuyev;621;Spain;Male;53;9;170491,84;1;1;0;35588,07;Yes
588;Nwankwo;725;France;Male;44;5;0;1;1;1;117356,14;No
589;Hao;526;France;Male;36;1;0;1;1;0;160696,72;No
590;Ma;519;Spain;Female;47;6;157296,02;2;0;0;147278,43;Yes
591;Okwuadigbo;713;Germany;Female;38;7;144606,22;1;1;1;56594,36;Yes
592;Mitchell;700;France;Male;38;8;134811,3;1;1;0;1299,75;No
593;Chan;666;France;Female;34;9;115897,12;1;1;1;25095,03;No
594;Buchi;630;Spain;Male;32;4;82034;1;0;0;146326,45;No
595;Greco;779;Spain;Female;26;4;174318,13;2;0;1;38296,21;No
596;Lombardi;611;Germany;Female;41;2;114206,84;1;1;0;164061,6;No
597;Uchenna;685;Spain;Male;0;9;0;2;1;0;107811,28;No
598;Coffman;646;Germany;Male;39;9;111574,41;1;1;1;30838,51;No
599;Alexandrova;683;Germany;Female;57;5;162448,69;1;0;0;9221,78;Yes
600;Fallaci;484;Germany;Female;34;4;148249,54;1;0;1;33738,27;No
601;Hudson;601;France;Female;43;8;0;3;0;1;110916,15;Yes
602;Mai;762;Spain;Female;26;7;123709,46;2;1;1;169654,57;No
603;Stout;687;France;Female;72;9;0;1;0;1;69829,4;No
604;Burke;566;France;Male;30;5;0;1;1;0;54926,51;Yes
605;Chadwick;702;France;Male;37;10;150525,8;1;1;1;94728,49;No
606;Lawrence;601;France;Male;29;9;0;1;1;1;80393,27;No
607;Bellucci;699;France;Male;53;4;0;2;0;1;111307,98;No
608;Harper;584;France;Male;28;10;0;2;1;0;19834,32;No
609;Boyle;699;France;Male;35;5;0;2;1;1;78397,24;No
610;Duncan;698;Germany;Female;51;2;111018,98;1;1;0;86410,28;No
611;Moss;495;France;Male;30;10;129755,99;1;0;0;172749,65;No
612;Avdeyeva;650;France;Female;27;6;0;2;1;0;1002,39;No
613;Crawford;605;France;Female;64;2;129555,7;1;1;1;13601,79;No
614;Lynton;667;Spain;Male;38;1;87202,38;1;1;1;77866,91;No
615;Duncan;688;Germany;Male;26;8;146133,39;1;1;1;175296,76;No
616;Gether;727;Spain;Female;31;;0;1;1;0;121751,04;Yes
617;Davidson;754;Spain;Male;39;6;170184,99;2;1;0;89593,26;No
618;Larionova;612;Germany;Female;62;8;140745,33;1;1;0;193437,89;Yes
619;Loggia;546;Spain;Male;42;7;139070,51;1;1;1;86945;No
620;Steinhoff;673;Spain;Female;37;8;0;2;1;1;183318,79;No
621;Guerra;593;France;Male;35;9;114193,24;1;1;0;71154,1;No
622;Pai;656;Spain;Female;40;10;167878,5;1;0;1;151887,16;No
623;Craig;535;Germany;Female;53;5;141616,55;2;1;1;75888,65;No
624;Lazareva;678;Germany;Male;36;3;145747,67;2;0;1;89566,74;No
625;Ch'iu;477;Spain;Female;48;2;129120,64;1;0;1;26475,79;No
626;Alderete;850;Spain;Male;35;7;110349,82;1;0;0;126355,8;No
627;Kung;427;France;Male;29;1;141325,56;1;1;1;93839,3;No
628;Palermo;752;France;Male;0;2;78653,84;1;1;0;7698,6;No
629;Ts'ai;649;France;Male;47;1;0;2;1;1;145593,85;No
630;Rahman;799;Spain;Female;28;3;142253,65;1;1;0;45042,56;No
631;McMillan;589;France;Female;61;1;0;1;1;0;61108,56;Yes
632;Pickering;583;Germany;Female;5+F6784;6;115988,86;1;1;0;57553,98;Yes
633;Mirams;;Spain;Female;33;10;75592,43;1;1;0;62674,42;No
634;Tsao;540;Germany;Male;44;3;164113,04;2;1;1;12120,79;No
635;Douglas;850;France;Male;31;6;67996,23;2;0;0;50129,87;Yes
636;Jideofor;696;Spain;Female;51;5;0;2;1;0;55022,43;No
637;Bell;660;Spain;Female;33;1;0;2;0;0;117834,91;No
638;Mairinger;682;France;Male;48;1;138778,15;1;0;1;168840,23;No
639;McIntyre;744;France;Female;43;10;147832,15;1;0;1;24234,11;No
640;Pagnotto;785;France;Female;36;4;135438,4;1;0;0;190627,01;No
641;K'ung;752;Spain;Male;48;5;116060,08;1;1;0;156618,38;Yes
642;Feng;706;France;Female;29;5;112564,62;1;1;0;42334,38;No
643;Donaldson;583;France;Female;27;1;125406,58;1;1;1;110784,42;No
644;Chambers;660;Germany;Female;39;5;135134,99;1;1;0;173683;Yes
645;Marcelo;819;France;Female;39;9;133102,92;1;1;0;27046,46;Yes
646;Ejimofor;673;France;Female;34;8;42157,08;1;1;0;20598,59;Yes
647;Dale;752;France;Female;30;3;0;2;1;1;104991,28;No
648;Pokrovsky;578;France;Male;38;7;82259,29;1;1;0;8996,97;No
649;Stonebraker;438;France;Female;36;4;0;2;1;0;64420,5;No
650;Liang;652;France;Male;38;6;0;2;1;1;145700,22;No
651;Anderson;629;France;Female;49;4;0;2;1;1;196335,48;No
652;Christian;720;France;Male;52;7;0;1;1;1;14781,12;No
653;Mao;668;France;Male;42;3;150461,07;1;1;0;108139,23;No
654;Campbell;459;Germany;Male;48;4;133994,52;1;1;1;19287,06;Yes
655;Ginikanwa;729;Spain;Male;31;8;164870,81;2;1;1;9567,39;No
656;Toscani;498;Germany;Male;25;8;121702,73;1;1;1;132210,49;No
657;Nnachetam;549;Spain;Male;25;6;193858,2;1;0;1;21600,11;No
658;Sagese;601;Germany;Female;54;1;131039,97;2;1;1;199661,5;No
659;Fleming;544;France;Male;64;9;113829,45;1;1;1;124341,49;No
660;Grubb;751;France;Female;30;6;0;2;1;0;15766,1;No
661;Napolitani;632;Germany;Female;41;3;81877,38;1;1;1;33642,21;No
662;Anenechi;694;Spain;Male;57;8;116326,07;1;1;1;117704,65;No
663;Chandler;678;France;Male;31;2;0;2;1;1;58803,28;No
664;Howells;695;France;Male;46;4;0;2;1;1;137537,22;No
665;Akeroyd;661;France;Female;41;1;0;2;0;1;131300,68;No
666;Onwumelu;661;France;Male;33;9;0;2;1;1;84174,81;No
667;Wallace;559;France;Female;31;3;127070,73;1;0;1;160941,78;No
668;Uwaezuoke;503;France;Male;29;3;0;2;1;1;143954,99;No
669;Loyau;695;Spain;Male;46;3;122549,64;1;1;1;56297,85;No
670;Small;640;France;Female;42;5;176099,13;1;1;1;8404,73;No
671;Bledsoe;624;Germany;Female;48;3;122388,38;2;0;0;30020,09;No
672;Kao;667;France;Male;42;9;0;2;0;1;58137,42;No
673;Wickens;642;France;Male;26;0;0;1;0;0;47472,68;No
674;Wertheim;640;Spain;Female;32;6;118879,35;2;1;1;19131,71;No
675;He;529;Spain;Male;0;5;0;2;1;1;187288,5;No
676;Jarvis;563;France;Female;39;5;0;2;1;1;17603,81;No
677;P'an;593;Spain;Female;38;4;88736,44;2;1;0;67020,03;No
678;Repina;739;Germany;Male;45;7;102703,62;1;0;1;147802,94;Yes
679;Pugliesi;788;Spain;Female;70;1;0;2;1;1;41610,62;No
680;Blakey;684;Spain;Female;38;3;0;2;1;0;44255,65;No
681;Nucci;482;France;Male;55;5;97318,25;1;0;1;78416,14;No
682;Higinbotham;591;Spain;Male;58;5;128468,69;1;0;1;137254,55;No
683;Achebe;651;Germany;Female;41;4;133432,59;1;0;1;151303,48;No
684;Russo;749;Germany;Female;40;8;141782,57;2;0;0;86333,63;No
685;Trevisani;583;France;Male;24;9;135125,28;1;0;0;89801,9;No
686;Dobie;661;Spain;Male;42;2;178820,91;1;0;0;29358,57;Yes
687;Maccallum;715;France;Female;31;2;112212,14;2;1;1;181600,72;No
688;Watkins;769;Germany;Female;45;5;126674,81;1;1;0;124118,71;Yes
689;Mitchel;625;France;Female;51;7;136294,97;1;1;0;38867,46;Yes
690;Ferdinand;641;France;Female;36;5;66392,64;1;1;0;31106,67;No
691;Otitodilinna;716;Germany;Male;27;1;122552,34;2;1;0;67611,36;No
692;Mamelu;767;France;Male;43;1;76408,85;2;1;0;77837,63;No
693;Beneventi;745;Germany;Male;36;8;145071,24;1;0;0;6078,46;No
694;Perrodin;589;France;Male;34;6;0;2;1;1;177896,92;No
695;Chinagorom;796;France;Female;45;2;109730,22;1;1;1;123882,73;No
696;Napolitano;664;France;Male;57;6;0;2;1;1;15304,08;No
697;Edgar;445;Spain;Male;62;1;64119,38;1;1;1;76569,64;Yes
698;Walker;543;Germany;Female;57;1;106138,33;2;1;1;120657,32;Yes
699;Steele;746;Spain;Male;36;2;0;2;1;1;16436,56;No
700;Elkins;742;Germany;Male;33;0;181656,51;1;1;1;107667,91;No
701;Hao;750;France;Female;32;5;0;2;1;0;95611,47;No
702;Toscano;669;France;Male;30;7;95128,86;1;0;0;19799,26;No
703;Savage;594;Spain;Female;49;2;126615,94;2;0;1;123214,74;No
704;Okwuadigbo;574;Spain;Male;36;1;0;2;0;1;71709,12;No
705;Mordvinova;659;Germany;Male;36;2;76190,48;2;1;1;149066,14;No
706;Welch;750;Germany;Male;40;5;168286,81;3;1;0;20451,99;Yes
707;Kent;626;Germany;Male;35;4;88109,81;1;1;1;32825,5;No
708;Campbell;620;France;Male;42;4;0;2;1;0;6232,31;No
709;Cooper;580;France;Female;0;8;0;2;0;1;10357,03;No
710;Mazzi;686;France;Female;34;3;123971,51;2;1;0;147794,63;No
711;Fisher;540;France;Male;48;0;148116,48;1;0;0;116973,48;No
712;Summers;634;Germany;Male;35;6;116269,01;1;1;0;129964,94;No
713;Brady;632;Spain;Male;38;1;120599,21;1;1;0;92816,86;No
714;Nicholls;501;France;Female;41;3;144260,5;1;1;0;172114,67;No
715;Yuan;650;Spain;Female;25;3;86605,5;3;1;0;16649,31;Yes
716;Robinson;786;France;Male;34;9;0;2;1;0;144517,19;No
717;Golubov;554;Germany;Female;37;4;58629,97;1;0;0;182038,6;No
718;Chen;701;Spain;Female;42;5;0;2;0;0;24210,56;No
719;Oldham;474;France;Male;45;10;0;2;0;0;172175,9;No
720;Kambinachi;621;France;Female;43;5;0;1;1;1;47578,45;No
721;Fleming;672;Spain;Female;56;2;209767,31;2;1;1;150694,42;Yes
722;Cunningham;459;Spain;Female;42;6;129634,25;2;1;1;177683,02;Yes
723;Obinna;669;France;Male;23;1;0;2;0;0;66088,83;No
724;Chinwemma;776;France;Female;38;2;169824,46;1;1;0;169291,7;No
725;Carpenter;694;France;Male;36;3;97530,25;1;1;1;117140,41;No
726;Yin;787;France;Female;42;10;145988,65;2;1;1;79510,37;No
727;Olsen;580;France;Male;37;9;0;2;0;1;77108,66;No
728;Ts'ai;711;France;Female;25;7;0;3;1;1;9679,28;No
729;Jen;673;France;Female;40;5;137494,28;1;1;0;81753,92;No
730;Preston;499;France;Female;57;1;0;1;0;0;131372,38;Yes
731;Ozioma;591;France;Male;24;6;147360;1;1;1;25310,82;No
732;Cody;769;France;Female;25;10;0;2;0;0;187925,75;No
733;Ponomarev;657;Spain;Male;31;3;125167,02;1;0;0;98820,39;No
734;Martin;738;Germany;Male;43;9;121152,05;2;1;0;64166,7;Yes
735;Milani;545;Germany;Female;60;7;128981,07;1;0;1;176924,21;Yes
736;Tang;497;France;Male;47;6;0;1;1;1;90055,08;No
737;Romani;816;Spain;Male;67;6;151858,98;1;1;1;72814,31;No
738;McIntyre;525;France;Male;36;2;114628,4;1;0;1;168290,06;No
739;Davis;725;France;Male;46;6;0;2;1;0;161767,38;No
740;Onyemauchechukwu;692;France;Female;28;8;95059,02;2;1;0;44420,18;No
741;Gell;618;France;Female;24;7;128736,39;1;0;1;37147,61;No
742;Rossi;546;France;Male;24;8;156325,38;1;1;1;125381,02;No
743;Chiwetelu;635;France;Male;29;7;105405,97;1;1;1;149853,89;No
744;Kirillova;611;France;Female;49;2;88915,37;3;0;0;161435,02;Yes
745;Shaw;650;France;Male;60;8;0;2;1;1;102925,76;No
746;Smith;606;France;Male;40;5;0;2;1;1;70899,27;No
747;Hsieh;844;France;Male;18;2;160980,03;1;0;0;145936,28;No
748;Onyemauchechukwu;450;Spain;Female;46;5;177619,71;1;1;0;54227,06;No
749;Martin;727;Spain;Male;38;2;62276,99;1;1;1;59280,79;No
750;Okwudilichukwu;460;Germany;Male;46;4;127559,97;2;1;1;126952,5;No
751;Onuoha;649;France;Male;41;0;0;2;0;1;130567,02;No
752;Muecke;758;Germany;Female;47;9;95523,16;1;1;0;73294,48;No
753;Hsieh;490;France;Female;35;7;107749,03;1;1;1;3937,37;No
754;Anderson;815;Germany;Male;37;2;110777,26;2;1;0;2383,59;No
